Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Latitude,Longitude
RPT-109339,10-09-2025,07-09-2025,06:55,Mumbai,G707,Burglary,85,Other,Poison,Cyber,3,Yes,24:39.6,19.09112413,72.86990369
RPT-109340,06-09-2025,03-09-2025,18:50,Hyderabad,B202,Fraud,53,Male,Gun,Transport,26,Yes,24:39.6,17.37095313,78.4831367
RPT-109341,13-08-2025,01-08-2025,13:05,Hyderabad,D404,Cyber Crime,36,Other,Blunt Object,Private,13,No,,17.39138966,78.47707845
RPT-109342,04-02-2025,23-01-2025,01:14,Bangalore,G707,Burglary,47,Female,Unknown,Commercial,16,Yes,24:39.6,12.99063423,77.57715596
RPT-109343,12-01-2025,06-01-2025,23:26,Mumbai,D404,Kidnapping,78,Female,Blunt Object,Cyber,4,No,,19.0937692,72.86421677
RPT-109344,25-11-2024,12-11-2024,23:12,Mumbai,E505,Theft,63,Female,Poison,Commercial,22,Yes,24:39.6,19.08280601,72.89332926
RPT-109345,18-01-2025,06-01-2025,05:00,Bangalore,C303,Cyber Crime,42,Male,Gun,Residential,9,No,,12.98870493,77.61263724
RPT-109346,12-02-2025,04-02-2025,23:34,Bangalore,D404,Assault,83,Male,None,Public,8,No,,12.98361821,77.61336911
RPT-109347,27-09-2025,22-09-2025,23:38,Bangalore,G707,Fraud,78,Other,Unknown,Residential,27,Yes,24:39.6,12.96200849,77.59055159
RPT-109348,13-02-2025,11-02-2025,08:41,Mumbai,C303,Assault,30,Other,Knife,Commercial,25,Yes,24:39.6,19.09398123,72.88431932
RPT-109349,02-11-2025,20-10-2025,18:21,Kolkata,B202,Assault,34,Other,Poison,Private,17,No,,22.58477182,88.34746095
RPT-109350,26-06-2025,12-06-2025,20:13,Chennai,E505,Kidnapping,61,Male,None,Commercial,29,Yes,24:39.6,13.0861402,80.27585389
RPT-109351,02-10-2025,27-09-2025,22:09,Mumbai,A101,Assault,59,Other,Gun,Private,4,Yes,24:39.6,19.06341532,72.89391103
RPT-109352,15-01-2025,06-01-2025,21:00,Mumbai,G707,Fraud,68,Other,Unknown,Cyber,7,No,,19.08481553,72.89747611
RPT-109353,27-11-2024,25-11-2024,20:24,Mumbai,E505,Assault,66,Other,Knife,Residential,14,No,,19.06101251,72.88381119
RPT-109354,29-12-2024,22-12-2024,06:18,Chennai,D404,Assault,77,Other,None,Residential,5,No,,13.08357312,80.2899588
RPT-109355,18-06-2025,17-06-2025,07:10,Bangalore,D404,Cyber Crime,38,Female,Poison,Private,3,No,,12.97089023,77.58181328
RPT-109356,18-02-2025,16-02-2025,04:57,Pune,D404,Burglary,63,Female,Poison,Cyber,24,Yes,24:39.6,18.5196485,73.86131957
RPT-109357,20-01-2025,14-01-2025,12:32,Delhi,B202,Burglary,12,Female,Unknown,Cyber,6,No,,28.71192279,77.08324908
RPT-109358,04-12-2024,03-12-2024,06:24,Pune,A101,Kidnapping,57,Male,Knife,Transport,9,Yes,24:39.6,18.50575215,73.86330468
RPT-109359,25-06-2025,13-06-2025,00:38,Pune,D404,Cyber Crime,12,Male,Unknown,Transport,20,Yes,24:39.6,18.5267362,73.86281124
RPT-109360,28-05-2025,18-05-2025,00:26,Bangalore,C303,Cyber Crime,30,Female,Knife,Residential,3,No,,12.98625702,77.59263332
RPT-109361,20-07-2025,06-07-2025,16:19,Delhi,F606,Theft,42,Male,Gun,Private,16,No,,28.71237847,77.08824703
RPT-109362,17-11-2025,07-11-2025,04:13,Mumbai,B202,Theft,46,Female,None,Public,24,Yes,24:39.6,19.07635224,72.86440616
RPT-109363,25-04-2025,15-04-2025,16:39,Chennai,B202,Cyber Crime,22,Male,Knife,Private,10,Yes,24:39.6,13.08725598,80.28175138
RPT-109364,27-07-2025,25-07-2025,21:09,Bangalore,E505,Kidnapping,75,Male,Blunt Object,Private,29,No,,12.96870159,77.58225107
RPT-109365,24-03-2025,09-03-2025,18:45,Bangalore,D404,Kidnapping,52,Male,Unknown,Cyber,1,Yes,24:39.6,12.96953187,77.59008736
RPT-109366,13-12-2024,04-12-2024,08:01,Hyderabad,A101,Assault,51,Male,Blunt Object,Cyber,3,No,,17.40448463,78.49993558
RPT-109367,08-08-2025,30-07-2025,16:43,Pune,B202,Robbery,34,Female,Knife,Cyber,29,Yes,24:39.6,18.51066197,73.83914033
RPT-109368,18-02-2025,17-02-2025,09:37,Mumbai,A101,Cyber Crime,69,Male,Poison,Private,25,No,,19.09272423,72.8584594
RPT-109369,13-07-2025,04-07-2025,05:51,Kolkata,F606,Cyber Crime,21,Other,Unknown,Private,7,Yes,24:39.6,22.56939663,88.37105665
RPT-109370,15-06-2025,03-06-2025,16:59,Delhi,A101,Theft,19,Other,Unknown,Commercial,16,No,,28.70648116,77.12134301
RPT-109371,06-05-2025,25-04-2025,04:13,Kolkata,G707,Robbery,77,Female,Poison,Transport,23,Yes,24:39.6,22.58490711,88.37636074
RPT-109372,26-02-2025,17-02-2025,15:50,Chennai,B202,Kidnapping,75,Female,Poison,Public,1,Yes,24:39.6,13.09125877,80.25088459
RPT-109373,22-12-2024,19-12-2024,07:32,Hyderabad,D404,Kidnapping,40,Other,Poison,Public,2,Yes,24:39.6,17.37154074,78.48083365
RPT-109374,08-08-2025,25-07-2025,04:28,Pune,C303,Fraud,13,Other,Blunt Object,Public,15,No,,18.52465805,73.83706389
RPT-109375,18-11-2025,09-11-2025,20:22,Mumbai,B202,Burglary,17,Other,Gun,Residential,23,Yes,24:39.6,19.06108436,72.85886298
RPT-109376,23-10-2025,19-10-2025,18:57,Chennai,A101,Kidnapping,36,Other,Knife,Public,17,No,,13.07869107,80.26296834
RPT-109377,18-09-2025,06-09-2025,12:04,Bangalore,B202,Theft,71,Female,Blunt Object,Transport,16,Yes,24:39.6,12.96051279,77.60315026
RPT-109378,23-11-2024,16-11-2024,20:46,Kolkata,E505,Theft,57,Female,Knife,Transport,3,Yes,24:39.6,22.58324713,88.35277048
RPT-109379,29-08-2025,21-08-2025,23:08,Kolkata,G707,Fraud,63,Male,None,Residential,10,No,,22.56237597,88.35342864
RPT-109380,30-07-2025,18-07-2025,08:45,Delhi,A101,Burglary,60,Male,None,Private,9,Yes,24:39.6,28.69435063,77.08829241
RPT-109381,25-05-2025,14-05-2025,09:35,Pune,E505,Theft,73,Other,None,Transport,14,No,,18.52433265,73.8509568
RPT-109382,14-08-2025,12-08-2025,12:47,Bangalore,A101,Fraud,84,Male,Poison,Residential,30,Yes,24:39.6,12.98203038,77.59425859
RPT-109383,03-03-2025,23-02-2025,09:05,Pune,E505,Assault,70,Other,Poison,Transport,8,No,,18.53354636,73.85657161
RPT-109384,14-10-2025,01-10-2025,01:46,Bangalore,G707,Burglary,55,Other,Knife,Cyber,28,No,,12.98659666,77.58297736
RPT-109385,27-09-2025,16-09-2025,22:49,Hyderabad,D404,Robbery,56,Female,Poison,Commercial,29,No,,17.382657,78.46792291
RPT-109386,09-12-2024,05-12-2024,16:57,Bangalore,D404,Kidnapping,71,Female,Poison,Transport,10,Yes,24:39.6,12.98582795,77.58286667
RPT-109387,27-03-2025,22-03-2025,10:18,Kolkata,A101,Assault,33,Other,Unknown,Cyber,13,No,,22.57670587,88.36803785
RPT-109388,25-01-2025,18-01-2025,00:08,Chennai,F606,Fraud,85,Female,None,Transport,12,Yes,24:39.6,13.09700657,80.28939416
RPT-109389,05-12-2024,03-12-2024,11:49,Chennai,A101,Theft,50,Male,None,Commercial,24,No,,13.071541,80.26488595
RPT-109390,11-04-2025,08-04-2025,23:15,Chennai,C303,Theft,13,Other,Poison,Transport,3,No,,13.06781627,80.27110498
RPT-109391,14-09-2025,08-09-2025,04:31,Pune,F606,Assault,58,Male,Knife,Public,14,No,,18.53129956,73.85567401
RPT-109392,30-12-2024,28-12-2024,01:02,Delhi,A101,Kidnapping,85,Female,None,Cyber,30,Yes,24:39.6,28.6978166,77.09077053
RPT-109393,16-02-2025,01-02-2025,13:28,Chennai,B202,Robbery,56,Female,Knife,Commercial,29,Yes,24:39.6,13.09738165,80.27168526
RPT-109394,08-07-2025,01-07-2025,03:09,Bangalore,E505,Kidnapping,32,Male,Knife,Commercial,11,No,,12.97484284,77.57742416
RPT-109395,24-09-2025,09-09-2025,11:59,Delhi,B202,Robbery,71,Other,None,Cyber,19,No,,28.72300971,77.10119058
RPT-109396,11-06-2025,03-06-2025,04:59,Pune,G707,Fraud,48,Other,Knife,Cyber,15,No,,18.53015476,73.84532233
RPT-109397,19-04-2025,14-04-2025,06:35,Mumbai,A101,Fraud,23,Female,Gun,Residential,24,No,,19.08715515,72.87472646
RPT-109398,20-04-2025,18-04-2025,04:55,Kolkata,F606,Burglary,44,Female,Blunt Object,Commercial,19,Yes,24:39.6,22.58197208,88.36566979
RPT-109399,19-08-2025,11-08-2025,19:36,Hyderabad,C303,Burglary,44,Female,None,Private,25,No,,17.39518277,78.4707466
RPT-109400,11-03-2025,07-03-2025,05:13,Delhi,C303,Fraud,42,Female,Unknown,Transport,6,Yes,24:39.6,28.72017157,77.10652148
RPT-109401,29-05-2025,20-05-2025,11:36,Delhi,A101,Robbery,64,Male,Poison,Private,9,Yes,24:39.6,28.70642709,77.10903977
RPT-109402,30-05-2025,29-05-2025,17:56,Pune,B202,Assault,20,Other,Unknown,Private,2,Yes,24:39.6,18.5336247,73.84227948
RPT-109403,27-04-2025,15-04-2025,01:48,Pune,C303,Theft,29,Female,Poison,Transport,8,Yes,24:39.6,18.51455211,73.87187528
RPT-109404,05-08-2025,23-07-2025,22:49,Kolkata,E505,Theft,32,Female,Blunt Object,Private,14,Yes,24:39.6,22.5683684,88.36153594
RPT-109405,25-03-2025,10-03-2025,10:00,Kolkata,G707,Assault,33,Female,None,Private,19,Yes,24:39.6,22.55779441,88.35420541
RPT-109406,25-07-2025,24-07-2025,05:02,Kolkata,F606,Cyber Crime,40,Other,Gun,Commercial,26,No,,22.55897436,88.37209428
RPT-109407,27-06-2025,15-06-2025,11:19,Kolkata,D404,Robbery,59,Female,Unknown,Residential,12,No,,22.5785791,88.36005673
RPT-109408,17-12-2024,10-12-2024,07:29,Bangalore,G707,Burglary,78,Other,Poison,Public,20,No,,12.98643665,77.58971134
RPT-109409,23-03-2025,22-03-2025,19:13,Mumbai,A101,Fraud,69,Female,Knife,Private,23,Yes,24:39.6,19.08156059,72.86304631
RPT-109410,14-09-2025,06-09-2025,15:44,Chennai,F606,Kidnapping,77,Male,Poison,Commercial,25,Yes,24:39.6,13.08470272,80.28835721
RPT-109411,30-08-2025,22-08-2025,15:08,Delhi,D404,Kidnapping,45,Female,Blunt Object,Transport,9,No,,28.685004,77.0857364
RPT-109412,28-11-2024,14-11-2024,09:47,Hyderabad,A101,Theft,50,Male,None,Transport,10,Yes,24:39.6,17.36524017,78.47890816
RPT-109413,17-01-2025,03-01-2025,00:24,Pune,B202,Fraud,73,Other,Unknown,Residential,14,No,,18.51105652,73.86344456
RPT-109414,11-04-2025,08-04-2025,18:31,Mumbai,E505,Kidnapping,13,Male,Blunt Object,Transport,25,Yes,24:39.6,19.06652841,72.88250937
RPT-109415,06-11-2024,28-10-2024,01:53,Hyderabad,A101,Fraud,45,Male,Knife,Private,3,Yes,24:39.6,17.40056586,78.4756632
RPT-109416,24-02-2025,16-02-2025,17:38,Delhi,F606,Assault,45,Other,Blunt Object,Public,23,Yes,24:39.6,28.72264446,77.11084081
RPT-109417,24-08-2025,21-08-2025,20:09,Chennai,C303,Assault,23,Male,None,Cyber,20,No,,13.09475876,80.26828313
RPT-109418,09-12-2024,04-12-2024,21:17,Kolkata,C303,Assault,84,Male,Poison,Private,29,Yes,24:39.6,22.57735311,88.34986672
RPT-109419,27-12-2024,20-12-2024,03:15,Chennai,F606,Cyber Crime,78,Female,Knife,Cyber,19,Yes,24:39.6,13.09276701,80.27280173
RPT-109420,05-04-2025,25-03-2025,11:16,Chennai,D404,Fraud,59,Female,Poison,Cyber,8,Yes,24:39.6,13.10001465,80.28086536
RPT-109421,28-03-2025,21-03-2025,00:41,Hyderabad,B202,Burglary,25,Female,Unknown,Private,3,No,,17.38892445,78.50589187
RPT-109422,10-03-2025,28-02-2025,10:29,Chennai,G707,Kidnapping,66,Female,Knife,Commercial,5,No,,13.09954319,80.28670264
RPT-109423,11-06-2025,29-05-2025,21:59,Bangalore,A101,Fraud,58,Male,Knife,Residential,5,Yes,24:39.6,12.98974232,77.58868228
RPT-109424,10-11-2024,04-11-2024,02:32,Kolkata,C303,Kidnapping,80,Other,None,Transport,6,No,,22.57805709,88.3598169
RPT-109425,12-08-2025,01-08-2025,12:31,Pune,B202,Robbery,65,Male,None,Public,30,Yes,24:39.6,18.51862267,73.8550396
RPT-109426,03-12-2024,20-11-2024,04:17,Mumbai,D404,Assault,66,Female,Unknown,Private,23,Yes,24:39.6,19.06145555,72.86438198
RPT-109427,11-02-2025,10-02-2025,01:16,Chennai,E505,Theft,33,Female,Poison,Public,30,Yes,24:39.6,13.07591792,80.26877295
RPT-109428,14-10-2025,02-10-2025,21:47,Hyderabad,F606,Burglary,70,Male,None,Residential,13,No,,17.39473448,78.4993583
RPT-109429,01-02-2025,19-01-2025,03:29,Chennai,E505,Assault,22,Other,Blunt Object,Transport,17,No,,13.10029307,80.27010484
RPT-109430,03-11-2024,28-10-2024,13:45,Pune,C303,Robbery,59,Female,Unknown,Cyber,2,No,,18.52553661,73.85870631
RPT-109431,15-10-2025,14-10-2025,11:03,Mumbai,C303,Theft,29,Female,Knife,Residential,7,Yes,24:39.6,19.05642524,72.88332031
RPT-109432,18-12-2024,07-12-2024,17:12,Hyderabad,C303,Assault,44,Male,Blunt Object,Private,22,Yes,24:39.6,17.38856687,78.50362008
RPT-109433,16-05-2025,03-05-2025,04:52,Pune,A101,Cyber Crime,83,Other,None,Commercial,25,No,,18.51503867,73.87136506
RPT-109434,21-03-2025,08-03-2025,19:45,Hyderabad,E505,Kidnapping,59,Female,Knife,Commercial,11,No,,17.3768282,78.50325389
RPT-109435,29-11-2024,23-11-2024,17:16,Kolkata,G707,Theft,38,Other,Gun,Private,9,No,,22.55949387,88.34894603
RPT-109436,20-11-2025,11-11-2025,00:50,Delhi,E505,Cyber Crime,40,Other,Poison,Residential,11,No,,28.70545803,77.09250453
RPT-109437,09-11-2024,05-11-2024,11:54,Hyderabad,E505,Fraud,64,Male,Gun,Transport,30,Yes,24:39.6,17.39231876,78.50398189
RPT-109438,25-12-2024,20-12-2024,10:12,Kolkata,G707,Theft,25,Male,Knife,Transport,6,Yes,24:39.6,22.55292451,88.35874286
RPT-109439,26-06-2025,18-06-2025,13:21,Bangalore,D404,Cyber Crime,60,Other,Gun,Private,19,Yes,24:39.6,12.98867744,77.5807993
RPT-109440,18-11-2025,09-11-2025,07:48,Mumbai,E505,Fraud,51,Male,Poison,Public,3,Yes,24:39.6,19.08349193,72.87760994
RPT-109441,24-12-2024,12-12-2024,00:51,Kolkata,B202,Assault,16,Other,None,Residential,1,Yes,24:39.6,22.5797406,88.36664871
RPT-109442,27-01-2025,22-01-2025,03:13,Mumbai,F606,Kidnapping,62,Other,Blunt Object,Commercial,10,Yes,24:39.6,19.08492071,72.87825907
RPT-109443,20-02-2025,19-02-2025,10:39,Pune,E505,Cyber Crime,68,Other,Unknown,Public,17,Yes,24:39.6,18.50933565,73.87478816
RPT-109444,12-11-2024,28-10-2024,01:32,Delhi,A101,Burglary,16,Female,Poison,Transport,1,No,,28.68576635,77.09102584
RPT-109445,11-11-2024,27-10-2024,22:38,Pune,E505,Theft,59,Male,Blunt Object,Transport,24,No,,18.52129101,73.85601008
RPT-109446,05-12-2024,01-12-2024,07:20,Mumbai,A101,Burglary,42,Female,Blunt Object,Public,15,No,,19.09020679,72.86828878
RPT-109447,01-09-2025,27-08-2025,07:51,Hyderabad,D404,Cyber Crime,46,Male,Blunt Object,Cyber,7,Yes,24:39.6,17.40199736,78.48055659
RPT-109448,15-04-2025,02-04-2025,08:43,Delhi,F606,Cyber Crime,33,Male,None,Private,25,No,,28.71602059,77.112643
RPT-109449,21-02-2025,06-02-2025,10:53,Hyderabad,C303,Theft,71,Other,Gun,Public,24,Yes,24:39.6,17.39531946,78.49019202
RPT-109450,18-01-2025,12-01-2025,14:06,Hyderabad,G707,Kidnapping,23,Female,Blunt Object,Cyber,21,No,,17.39661944,78.47057196
RPT-109451,18-11-2024,12-11-2024,11:44,Delhi,B202,Robbery,46,Male,Blunt Object,Cyber,9,No,,28.71384169,77.09529323
RPT-109452,10-01-2025,04-01-2025,16:50,Mumbai,F606,Burglary,23,Female,Unknown,Commercial,19,Yes,24:39.6,19.08290287,72.8639091
RPT-109453,18-01-2025,06-01-2025,17:08,Delhi,D404,Assault,64,Other,Poison,Commercial,13,No,,28.72393947,77.09557561
RPT-109454,30-11-2024,22-11-2024,14:01,Bangalore,D404,Theft,77,Other,Knife,Cyber,6,Yes,24:39.6,12.97328711,77.57875048
RPT-109455,05-02-2025,21-01-2025,22:37,Chennai,G707,Fraud,81,Male,Unknown,Commercial,11,No,,13.10095234,80.26358599
RPT-109456,08-10-2025,04-10-2025,03:12,Bangalore,G707,Cyber Crime,70,Other,Poison,Commercial,20,No,,12.9573554,77.57861179
RPT-109457,01-03-2025,22-02-2025,17:57,Pune,D404,Fraud,27,Female,Unknown,Cyber,17,No,,18.5258313,73.85070846
RPT-109458,13-11-2025,30-10-2025,04:46,Delhi,A101,Assault,47,Female,Blunt Object,Private,1,No,,28.69297168,77.09075765
RPT-109459,16-03-2025,03-03-2025,14:20,Pune,A101,Assault,44,Female,Unknown,Transport,27,No,,18.51331187,73.85496615
RPT-109460,21-04-2025,15-04-2025,16:02,Bangalore,D404,Assault,66,Male,Knife,Cyber,11,Yes,24:39.6,12.96699563,77.57703807
RPT-109461,11-10-2025,07-10-2025,06:33,Pune,F606,Robbery,15,Female,None,Public,27,Yes,24:39.6,18.53989416,73.85496438
RPT-109462,13-05-2025,10-05-2025,13:40,Bangalore,G707,Burglary,36,Other,Gun,Public,19,No,,12.9539446,77.59735671
RPT-109463,28-05-2025,23-05-2025,20:13,Mumbai,A101,Theft,12,Male,Blunt Object,Public,24,Yes,24:39.6,19.08327278,72.89416399
RPT-109464,06-10-2025,22-09-2025,10:07,Hyderabad,C303,Kidnapping,16,Other,Blunt Object,Residential,1,Yes,24:39.6,17.38053339,78.48368382
RPT-109465,15-10-2025,11-10-2025,01:08,Bangalore,C303,Kidnapping,30,Male,Unknown,Transport,19,Yes,24:39.6,12.96555396,77.60150623
RPT-109466,03-08-2025,22-07-2025,23:42,Kolkata,C303,Fraud,35,Other,Unknown,Private,10,No,,22.58792417,88.37249291
RPT-109467,05-12-2025,04-12-2025,03:06,Mumbai,A101,Robbery,74,Female,Knife,Commercial,6,No,,19.06628723,72.88177751
RPT-109468,23-04-2025,16-04-2025,21:26,Hyderabad,E505,Theft,80,Male,Gun,Private,16,Yes,24:39.6,17.40111273,78.47469911
RPT-109469,22-01-2025,20-01-2025,12:17,Bangalore,F606,Burglary,29,Male,Blunt Object,Public,4,No,,12.95946419,77.60428182
RPT-109470,11-07-2025,10-07-2025,20:24,Hyderabad,F606,Burglary,14,Female,Unknown,Cyber,23,Yes,24:39.6,17.3982088,78.48186873
RPT-109471,05-09-2025,28-08-2025,22:36,Mumbai,C303,Fraud,41,Male,Gun,Cyber,21,No,,19.08794486,72.87262417
RPT-109472,29-12-2024,21-12-2024,22:11,Mumbai,F606,Assault,10,Female,None,Public,6,Yes,24:39.6,19.09067935,72.88774128
RPT-109473,24-11-2024,09-11-2024,17:36,Chennai,G707,Theft,41,Male,Knife,Residential,13,No,,13.08583007,80.27917649
RPT-109474,25-11-2025,10-11-2025,13:17,Chennai,C303,Cyber Crime,53,Female,Unknown,Commercial,21,Yes,24:39.6,13.07110764,80.2866144
RPT-109475,03-03-2025,28-02-2025,08:39,Hyderabad,B202,Assault,11,Other,Unknown,Commercial,26,Yes,24:39.6,17.3959312,78.48598582
RPT-109476,30-07-2025,21-07-2025,00:30,Mumbai,C303,Fraud,39,Male,Gun,Commercial,19,Yes,24:39.6,19.08355169,72.88866941
RPT-109477,02-12-2024,24-11-2024,08:22,Chennai,C303,Theft,82,Female,None,Residential,8,No,,13.09849648,80.27270825
RPT-109478,15-11-2025,06-11-2025,04:11,Pune,F606,Assault,30,Other,Gun,Cyber,13,No,,18.52848794,73.86543431
RPT-109479,23-11-2024,21-11-2024,21:24,Hyderabad,F606,Assault,40,Male,Poison,Cyber,28,Yes,24:39.6,17.39987229,78.48390675
RPT-109480,26-10-2025,21-10-2025,22:17,Chennai,C303,Kidnapping,58,Female,None,Transport,20,No,,13.06533963,80.26298716
RPT-109481,17-07-2025,12-07-2025,22:31,Hyderabad,D404,Kidnapping,13,Female,Poison,Residential,27,No,,17.36520968,78.46816389
RPT-109482,28-09-2025,20-09-2025,18:07,Chennai,F606,Fraud,36,Female,Unknown,Private,21,No,,13.0670739,80.25986473
RPT-109483,22-11-2025,16-11-2025,19:22,Delhi,E505,Assault,27,Male,Poison,Private,14,No,,28.69873956,77.09265741
RPT-109484,18-02-2025,07-02-2025,01:21,Hyderabad,G707,Burglary,72,Male,None,Commercial,29,Yes,24:39.6,17.37932837,78.48561991
RPT-109485,10-09-2025,26-08-2025,13:36,Pune,B202,Robbery,77,Female,None,Private,23,Yes,24:39.6,18.51934259,73.8563713
RPT-109486,19-09-2025,10-09-2025,18:30,Kolkata,B202,Theft,34,Female,Gun,Transport,6,No,,22.58751606,88.35550018
RPT-109487,06-11-2024,26-10-2024,04:47,Hyderabad,F606,Cyber Crime,73,Other,Poison,Public,9,Yes,24:39.6,17.37103652,78.47415419
RPT-109488,09-09-2025,29-08-2025,03:29,Hyderabad,B202,Cyber Crime,28,Female,Gun,Residential,26,No,,17.40185997,78.50520358
RPT-109489,05-05-2025,20-04-2025,13:36,Chennai,D404,Cyber Crime,36,Male,Blunt Object,Residential,22,No,,13.09375732,80.26773149
RPT-109490,01-04-2025,22-03-2025,12:44,Pune,A101,Robbery,85,Other,Blunt Object,Cyber,5,Yes,24:39.6,18.51839541,73.8680996
RPT-109491,08-11-2025,01-11-2025,01:57,Pune,F606,Assault,61,Female,Unknown,Cyber,6,Yes,24:39.6,18.50650695,73.87489811
RPT-109492,02-09-2025,31-08-2025,00:17,Bangalore,E505,Robbery,71,Other,Knife,Private,19,Yes,24:39.6,12.98108295,77.58050232
RPT-109493,16-11-2025,03-11-2025,17:53,Bangalore,B202,Fraud,15,Other,Poison,Transport,2,No,,12.99087643,77.60435663
RPT-109494,29-04-2025,16-04-2025,05:51,Chennai,A101,Theft,27,Male,Gun,Cyber,27,Yes,24:39.6,13.06998779,80.25917817
RPT-109495,08-07-2025,29-06-2025,09:32,Mumbai,B202,Cyber Crime,23,Other,Poison,Transport,6,Yes,24:39.6,19.06817907,72.88978892
RPT-109496,20-10-2025,14-10-2025,03:42,Kolkata,F606,Assault,32,Female,Gun,Public,1,Yes,24:39.6,22.58175867,88.34522892
RPT-109497,22-05-2025,12-05-2025,06:14,Hyderabad,B202,Assault,20,Female,None,Public,8,No,,17.39576757,78.47256556
RPT-109498,14-05-2025,04-05-2025,07:16,Hyderabad,C303,Robbery,43,Male,Knife,Residential,25,Yes,24:39.6,17.40400109,78.49443783
RPT-109499,21-08-2025,17-08-2025,10:08,Pune,F606,Cyber Crime,66,Male,Knife,Transport,10,Yes,24:39.6,18.52204835,73.83940354
RPT-109500,30-01-2025,26-01-2025,02:24,Mumbai,D404,Fraud,10,Other,Poison,Cyber,5,No,,19.08228786,72.87638417
RPT-109501,21-10-2025,09-10-2025,02:05,Hyderabad,F606,Cyber Crime,21,Other,None,Private,22,No,,17.37784363,78.47043375
RPT-109502,29-11-2025,15-11-2025,18:04,Hyderabad,D404,Burglary,31,Male,Blunt Object,Public,14,Yes,24:39.6,17.39329148,78.48579834
RPT-109503,01-02-2025,27-01-2025,05:40,Bangalore,C303,Kidnapping,60,Male,Knife,Commercial,25,Yes,24:39.6,12.96000427,77.60796746
RPT-109504,31-01-2025,29-01-2025,23:39,Mumbai,G707,Theft,51,Male,Gun,Cyber,7,No,,19.07134464,72.88839847
RPT-109505,28-01-2025,22-01-2025,18:25,Hyderabad,E505,Cyber Crime,70,Male,Blunt Object,Private,29,No,,17.39689091,78.49043077
RPT-109506,16-02-2025,10-02-2025,20:59,Kolkata,C303,Theft,66,Female,Gun,Cyber,28,Yes,24:39.6,22.56466431,88.36881583
RPT-109507,25-08-2025,16-08-2025,00:00,Kolkata,E505,Fraud,14,Other,Blunt Object,Commercial,26,Yes,24:39.6,22.57254734,88.37109025
RPT-109508,23-10-2025,10-10-2025,06:44,Mumbai,A101,Burglary,22,Male,Knife,Private,6,Yes,24:39.6,19.06599898,72.86914083
RPT-109509,30-04-2025,19-04-2025,02:58,Mumbai,A101,Assault,14,Other,None,Commercial,8,Yes,24:39.6,19.07189927,72.8667098
RPT-109510,29-07-2025,15-07-2025,04:14,Hyderabad,G707,Fraud,30,Other,Unknown,Public,1,Yes,24:39.6,17.37045199,78.50637096
RPT-109511,01-08-2025,19-07-2025,03:59,Hyderabad,F606,Robbery,28,Female,Unknown,Private,21,Yes,24:39.6,17.39470071,78.48838282
RPT-109512,03-09-2025,29-08-2025,18:20,Chennai,C303,Robbery,67,Other,Knife,Public,21,Yes,24:39.6,13.09229285,80.25470589
RPT-109513,04-08-2025,28-07-2025,23:30,Hyderabad,C303,Burglary,35,Female,Poison,Private,19,Yes,24:39.6,17.37397429,78.49733009
RPT-109514,05-05-2025,03-05-2025,14:19,Hyderabad,A101,Fraud,69,Male,Knife,Transport,21,No,,17.39238122,78.4810523
RPT-109515,21-12-2024,14-12-2024,21:51,Kolkata,B202,Cyber Crime,65,Male,Knife,Transport,7,Yes,24:39.6,22.58127322,88.37326105
RPT-109516,24-08-2025,15-08-2025,13:12,Mumbai,D404,Robbery,53,Male,Gun,Private,1,No,,19.08301811,72.87003412
RPT-109517,09-08-2025,02-08-2025,12:12,Pune,A101,Assault,49,Female,Gun,Transport,19,Yes,24:39.6,18.52679647,73.86683299
RPT-109518,29-09-2025,27-09-2025,12:59,Delhi,C303,Burglary,52,Female,None,Cyber,15,No,,28.72112596,77.08837215
RPT-109519,20-12-2024,15-12-2024,21:11,Chennai,F606,Burglary,35,Female,Poison,Transport,24,No,,13.07897564,80.28455664
RPT-109520,03-05-2025,25-04-2025,09:07,Chennai,A101,Kidnapping,23,Female,Poison,Transport,23,Yes,24:39.6,13.0985156,80.26162987
RPT-109521,28-07-2025,22-07-2025,05:01,Hyderabad,B202,Kidnapping,30,Male,Knife,Commercial,20,Yes,24:39.6,17.38773812,78.48842289
RPT-109522,16-12-2024,15-12-2024,23:42,Delhi,F606,Theft,68,Female,Unknown,Cyber,26,Yes,24:39.6,28.70378416,77.09418089
RPT-109523,26-01-2025,11-01-2025,19:22,Bangalore,F606,Theft,57,Female,Blunt Object,Cyber,9,No,,12.95616989,77.59707897
